Number,Name,properH,DynClass,grcomplex
153349,"2001 PJ9",,"NEA>Apollo",U
,"2017 UW42",,"NEA>Amor",V
5143,"Heracles",,"NEA>Apollo",S
162723,"2000 VM2",,"NEA>Apollo",V
5143,"Heracles",,"NEA>Apollo",S
22753,"1998 WT",,"NEA>Apollo",B
332775,"2009 VO24",,"NEA>Apollo",V
,"2010 TU5",,"NEA>Apollo",V
,"2017 AY20",,"NEA>Amor",U
154330,"2002 VX94",,"NEA>Apollo",S
5143,"Heracles",,"NEA>Apollo",S
138727,"2000 SU180",,"NEA>Apollo",S
,"2014 WV365",,"NEA>Amor",D
250697,"2005 QY151",,"NEA>Apollo",S
,"2012 VO6",,"NEA>Apollo",U
,"2017 UW42",,"NEA>Amor",V
5143,"Heracles",,"NEA>Apollo",S
316695,"1996 TE9",,"NEA>Amor",V
444584,"2006 UK",,"NEA>Apollo",V
219021,"1991 LH",,"NEA>Apollo",C
5143,"Heracles",,"NEA>Apollo",S
,"2005 YY36",,"NEA>Amor",X
444584,"2006 UK",,"NEA>Apollo",V
,"2009 CC3",,"NEA>Apollo",V
4183,"Cuno",,"NEA>Apollo",S
,"2015 BF4",,"NEA>Amor",V
480817,"1998 SJ2",,"NEA>Amor",B
154330,"2002 VX94",,"NEA>Apollo",S
190788,"2001 RT17",,"NEA>Apollo",V
136564,"1977 VA",,"NEA>Amor",C
497626,"2006 QT89",,"NEA>Apollo",B
,"2015 BF4",,"NEA>Amor",V
,"2015 BF4",,"NEA>Amor",V
4183,"Cuno",,"NEA>Apollo",S
168044,"2005 SG",,"NEA>Aten",U
351545,"2005 TE15",,"NEA>Apollo",U
,"2005 VC2",,"NEA>Amor",U
4450,"Pan",,"NEA>Apollo",S
,"2005 YY36",,"NEA>Amor",X
416151,"2002 RQ25",,"NEA>Apollo",D
380205,"2001 CA32",,"NEA>Amor",C
444584,"2006 UK",,"NEA>Apollo",V
4450,"Pan",,"NEA>Apollo",S
,"2005 NY39",,"NEA>Amor",C
164206,"2004 FN18",,"NEA>Apollo",L
136564,"1977 VA",,"NEA>Amor",C
,"1999 NA5",,"NEA>Amor",V
,"2009 TC8",,"NEA>Apollo",C
,"2007 YM56",,"NEA>Apollo",V
,"2015 BF4",,"NEA>Amor",V
5011,"Ptah",,"NEA>Apollo",S
143643,"2003 NP7",,"NEA>Amor",U
380205,"2001 CA32",,"NEA>Amor",C
,"2006 CT10",,"NEA>Apollo",U
90416,"2003 YK118",,"NEA>Apollo",U
,"2009 TC8",,"NEA>Apollo",C
277616,"2006 BN6",,"NEA>Apollo",D
,"2019 UP14",,"NEA>Apollo",U
,"2002 JZ8",,"NEA>Apollo",U
424482,"2008 DG5",,"NEA>Apollo",V
,"2007 VW137",,"NEA>Apollo",U
,"1999 NA5",,"NEA>Amor",V
,"2002 WX12",,"NEA>Apollo",V
,"2011 CY71",,"NEA>Amor",B
196625,"2003 RM10",,"NEA>Apollo",S
140333,"2001 TD2",,"NEA>Aten",S
,"2009 SB15",,"NEA>Apollo",V
412983,"1996 FO3",,"NEA>Amor",U
,"2009 SB15",,"NEA>Apollo",V
,"2011 WC",,"NEA>Amor",V
235700,"2004 TR13",,"NEA>Apollo",X
,"2003 RW10",,"NEA>Amor",C
178871,"2001 MA8",,"NEA>Amor",V
,"2007 VM243",,"NEA>Apollo",V
136564,"1977 VA",,"NEA>Amor",C
,"2020 AH1",,"NEA>Apollo",U
,"2011 WC",,"NEA>Amor",V
,"2009 SB15",,"NEA>Apollo",V
,"2007 VM243",,"NEA>Apollo",V
235700,"2004 TR13",,"NEA>Apollo",X
,"2011 UU20",,"NEA>Amor",V
,"2003 RW10",,"NEA>Amor",C
,"2009 XD",,"NEA>Apollo",U
170013,"2002 UO3",,"NEA>Apollo",C
,"2005 NY39",,"NEA>Amor",C
,"2015 DD200",,"NEA>Amor",U
,"2009 FN28",,"NEA>Amor",U
,"2009 SP",,"NEA>Amor",U
,"2009 SB15",,"NEA>Apollo",V
162781,"2000 XL44",,"NEA>Amor",V
249816,"2001 FD90",,"NEA>Amor",V
141354,"2002 AJ29",,"NEA>Amor",V
,"2015 BF4",,"NEA>Amor",V
475462,"2006 SW5",,"NEA>Amor",C
380128,"1997 WB21",,"NEA>Apollo",V
249816,"2001 FD90",,"NEA>Amor",V
,"2008 XM1",,"NEA>Apollo",U
,"2016 JF29",,"NEA>Amor",C
,"2018 RA5",,"NEA>Apollo",V
,"2009 OC",,"NEA>Amor",S
162723,"2000 VM2",,"NEA>Apollo",V
88264,"2001 KN20",,"NEA>Amor",S
,"2011 CY71",,"NEA>Amor",B
,"2012 NN",,"NEA>Apollo",C
,"2005 NY39",,"NEA>Amor",C
136564,"1977 VA",,"NEA>Amor",C
163000,"2001 SW169",,"NEA>Amor",S
163364,"2002 OD20",,"NEA>Apollo",V
163364,"2002 OD20",,"NEA>Apollo",V
163364,"2002 OD20",,"NEA>Apollo",V
163364,"2002 OD20",,"NEA>Apollo",V
,"2009 SB15",,"NEA>Apollo",V
,"1999 VR6",,"NEA>Apollo",U
249816,"2001 FD90",,"NEA>Amor",V
,"2012 NN",,"NEA>Apollo",C
408980,"2002 RB126",,"NEA>Apollo",X
408980,"2002 RB126",,"NEA>Apollo",X
,"2005 NY39",,"NEA>Amor",C
444935,"2008 CQ1",,"NEA>Amor",V
501243,"2013 VG13",,"NEA>Apollo",C
,"2015 BF4",,"NEA>Amor",V
162723,"2000 VM2",,"NEA>Apollo",V
,"2002 OD20",,"NEA>Apollo",V
444935,"2008 CQ1",,"NEA>Amor",V
,"2015 BX516",,"NEA>Amor",U
249816,"2001 FD90",,"NEA>Amor",V
,"2015 BF4",,"NEA>Amor",V
,"2015 BF4",,"NEA>Amor",V
,"2005 VJ1",,"NEA>Amor",C
408980,"2002 RB126",,"NEA>Apollo",X
,"2013 AE69",,"NEA>Amor",U
292220,"2006 SU49",,"NEA>Apollo",S
,"2012 CC17",,"NEA>Amor",V
501243,"2013 VG13",,"NEA>Apollo",C
354127,"2002 BP26",,"NEA>Amor",V
155140,"2005 UD",,"NEA>Apollo",B
292220,"2006 SU49",,"NEA>Apollo",S
,"1999 BJ8",,"NEA>Apollo",U
474613,"2004 TL19",,"NEA>Amor",D
155140,"2005 UD",,"NEA>Apollo",B
,"2005 NY39",,"NEA>Amor",C
,"2002 GS",,"NEA>Apollo",V
,"2020 BB1",,"NEA>Apollo",V
2201,"Oljato",,"NEA>Apollo",S
292220,"2006 SU49",,"NEA>Apollo",S
,"2006 SU49",,"NEA>Apollo",S
,"2012 CC17",,"NEA>Amor",V
448818,"2011 UU20",,"NEA>Amor",V
,"2002 OD20",,"NEA>Apollo",V
,"2013 OW2",,"NEA>Apollo",U
,"2011 YC29",,"NEA>Amor",U
292220,"2006 SU49",,"NEA>Apollo",S
,"2006 SU49",,"NEA>Apollo",S
,"1997 WB21",,"NEA>Apollo",V
448818,"2011 UU20",,"NEA>Amor",V
136564,"1977 VA",,"NEA>Amor",C
410627,"2008 RG1",,"NEA>Apollo",V
410627,"2008 RG1",,"NEA>Apollo",V
,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
,"2015 BF4",,"NEA>Amor",V
202411,"2005 RC",,"NEA>Apollo",X
155140,"2005 UD",,"NEA>Apollo",B
,"1990 TG1",,"NEA>Apollo",S
,"2000 QK130",,"NEA>Apollo",X
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
30825,"1990 TG1",,"NEA>Apollo",S
448628,"2010 VF1",,"NEA>Apollo",V
136564,"1977 VA",,"NEA>Amor",C
448818,"2011 UU20",,"NEA>Amor",V
292220,"2006 SU49",,"NEA>Apollo",S
,"2020 AO",,"NEA>Apollo",U
,"2014 KE91",,"NEA>Amor",V
,"2009 SU19",,"NEA>Apollo",V
,"2009 OC",,"NEA>Amor",S
396794,"2004 KT",,"NEA>Apollo",C
155140,"2005 UD",,"NEA>Apollo",B
,"2003 FF5",,"NEA>Apollo",U
31221,"1998 BP26",,"NEA>Amor",D
38239,"1999 OR3",,"NEA>Apollo",S
18736,"1998 NU",,"NEA>Amor",V
,"2017 UY5",,"NEA>Apollo",V
,"1999 OR3",,"NEA>Apollo",S
38239,"1999 OR3",,"NEA>Apollo",S
,"2013 BE18",,"NEA>Amor",U
38239,"1999 OR3",,"NEA>Apollo",S
,"2010 WB3",,"NEA>Apollo",V
,"2007 RQ17",,"NEA>Apollo",V
523599,"2003 RM",,"NEA>Amor",S
,"2012 PO28",,"NEA>Amor",B
,"2009 OC",,"NEA>Amor",S
153460,"2001 RN",,"NEA>Apollo",C
,"2005 NB7",,"NEA>Apollo",V
,"2006 WU",,"NEA>Amor",U
,"2013 GT38",,"NEA>Apollo",U
523810,"2008 RG98",,"NEA>Apollo",V
,"2004 TX37",,"NEA>Amor",V
,"2008 LQ16",,"NEA>Apollo",V
,"2004 TX37",,"NEA>Amor",V
,"2010 HP20",,"NEA>Apollo",S
38239,"1999 OR3",,"NEA>Apollo",S
,"2011 EW29",,"NEA>Amor",U
38239,"1999 OR3",,"NEA>Apollo",S
162781,"2000 XL44",,"NEA>Amor",V
,"2005 VE",,"NEA>Apollo",S
523775,"2014 YB35",,"NEA>Apollo",C
136564,"1977 VA",,"NEA>Amor",C
162781,"2000 XL44",,"NEA>Amor",V
494658,"2000 UG11",,"NEA>Apollo",S
312473,"2008 SX245",,"NEA>Amor",B
,"2014 TG17",,"NEA>Amor",S
523775,"2014 YB35",,"NEA>Apollo",C
446789,"1998 FN9",,"NEA>Amor",V
,"2016 GU221",,"NEA>Amor",V
,"2016 GU221",,"NEA>Amor",V
480934,"2003 LX5",,"NEA>Amor",U
,"2016 GU221",,"NEA>Amor",V
,"2016 GU221",,"NEA>Amor",V
,"2016 GU221",,"NEA>Amor",V
,"2009 LX",,"NEA>Amor",D
,"2016 GU221",,"NEA>Amor",V
,"2002 VS14",,"NEA>Apollo",V
,"2010 HP20",,"NEA>Apollo",S
,"2009 LX",,"NEA>Amor",D
,"2005 UK1",,"NEA>Apollo",U
523775,"2014 YB35",,"NEA>Apollo",C
,"2014 TG17",,"NEA>Amor",S
,"2003 SY17",,"NEA>Apollo",C
,"2002 VS14",,"NEA>Apollo",V
523810,"2008 RG98",,"NEA>Apollo",V
,"2010 CC180",,"NEA>Amor",V
,"2013 CW35",,"NEA>Amor",U
162452,"2000 HO14",,"NEA>Amor",D
,"2006 MX13",,"NEA>Amor",B
407324,"2010 OB101",,"NEA>Apollo",U
162452,"2000 HO14",,"NEA>Amor",D
162452,"2000 HO14",,"NEA>Amor",D
303174,"2004 FH11",,"NEA>Amor",S
,"2012 XO111",,"NEA>Apollo",V
,"2016 SN2",,"NEA>Apollo",U
,"2011 HL7",,"NEA>Amor",C
,"2012 HL",,"NEA>Apollo",V
308043,"2004 TH10",,"NEA>Apollo",V
,"2005 JU108",,"NEA>Amor",B
303174,"2004 FH11",,"NEA>Amor",S
,"2012 HL",,"NEA>Apollo",V
404108,"2012 SF51",,"NEA>Apollo",D
162452,"2000 HO14",,"NEA>Amor",D
,"2012 XO111",,"NEA>Apollo",V
8035,"1992 TB",,"NEA>Apollo",V
303174,"2004 FH11",,"NEA>Amor",S
136564,"1977 VA",,"NEA>Amor",C
498143,"2007 TR65",,"NEA>Apollo",C
162452,"2000 HO14",,"NEA>Amor",D
404108,"2012 SF51",,"NEA>Apollo",D
,"2005 QG88",,"NEA>Apollo",S
,"2014 SZ261",,"NEA>Amor",U
,"2000 UL11",,"NEA>Apollo",D
,"2005 UX5",,"NEA>Apollo",S
,"2006 MX13",,"NEA>Amor",B
409266,"2004 RK9",,"NEA>Amor",C
,"2017 BG85",,"NEA>Amor",C
503861,"1998 WZ1",,"NEA>Apollo",V
162452,"2000 HO14",,"NEA>Amor",D
,"2004 TX37",,"NEA>Amor",V
,"2002 AT4",,"NEA>Amor",U
,"2010 OC103",,"NEA>Apollo",C
,"2002 WX12",,"NEA>Apollo",V
216985,"2000 QK130",,"NEA>Apollo",X
,"2015 XK1",,"NEA>Apollo",U
162695,"2000 UL11",,"NEA>Apollo",D
,"2010 ON101",,"NEA>Apollo",U
,"2010 OC103",,"NEA>Apollo",C
293726,"2007 RQ17",,"NEA>Apollo",V
,"2017 BG85",,"NEA>Amor",C
,"2006 FG36",,"NEA>Amor",C
106538,"2000 WK63",,"NEA>Apollo",V
162695,"2000 UL11",,"NEA>Apollo",D
162452,"2000 HO14",,"NEA>Amor",D
,"2010 RT11",,"NEA>Amor",C
106538,"2000 WK63",,"NEA>Apollo",V
,"2006 FG36",,"NEA>Amor",C
,"2008 SD",,"NEA>Apollo",U
,"2010 CC180",,"NEA>Amor",V
,"2017 MJ8",,"NEA>Apollo",V
,"2015 FB34",,"NEA>Amor",U
,"2015 MF60",,"NEA>Apollo",U
419464,"2010 CC180",,"NEA>Amor",V
,"2000 HO14",,"NEA>Amor",D
,"2011 BO59",,"NEA>Apollo",U
,"2003 UW26",,"NEA>Amor",S
,"2015 TE323",,"NEA>Apollo",V
,"1998 QB28",,"NEA>Amor",V
,"2005 NB7",,"NEA>Apollo",V
423747,"2006 CX",,"NEA>Amor",U
404108,"2012 SF51",,"NEA>Apollo",D
448818,"2011 UU20",,"NEA>Amor",V
,"2006 UK217",,"NEA>Apollo",V
,"2019 CQ",,"NEA>Amor",U
374851,"2006 VV2",,"NEA>Apollo",V
,"2006 UK217",,"NEA>Apollo",V
,"2019 CL2",,"NEA>Apollo",V
,"2018 CZ13",,"NEA>Amor",U
,"2012 MP",,"NEA>Amor",D
,"2008 QF",,"NEA>Amor",U
,"2012 EO5",,"NEA>Apollo",U
,"2009 CC3",,"NEA>Apollo",V
,"2009 OC",,"NEA>Amor",S
,"1998 QB28",,"NEA>Amor",V
302169,"2001 TD45",,"NEA>Aten",C
5011,"Ptah",,"NEA>Apollo",S
,"2004 LB",,"NEA>Apollo",K
481542,"2007 RF5",,"NEA>Apollo",U
,"2017 MJ8",,"NEA>Apollo",V
85709,"1998 SG36",,"NEA>Amor",D
,"2011 TC4",,"NEA>Apollo",V
261938,"2006 OB5",,"NEA>Amor",X
434734,"2006 FX",,"NEA>Apollo",S
,"2006 LF",,"NEA>Apollo",U
,"2015 DK200",,"NEA>Apollo",C
,"2012 WB25",,"NEA>Apollo",U
404108,"2012 SF51",,"NEA>Apollo",D
404108,"2012 SF51",,"NEA>Apollo",D
,"2018 BY2",,"NEA>Apollo",U
,"2001 RB18",,"NEA>Amor",B
369983,"1998 QB28",,"NEA>Amor",V
369983,"1998 QB28",,"NEA>Amor",V
,"2004 CH52",,"NEA>Amor",S
,"2014 WO7",,"NEA>Apollo",U
88188,"2000 XH44",,"NEA>Amor",V
,"2001 SH276",,"NEA>Apollo",U
19356,"1997 GH3",,"NEA>Amor",V
,"2006 BC10",,"NEA>Apollo",S
261938,"2006 OB5",,"NEA>Amor",X
66063,"1998 RO1",,"NEA>Aten",K
,"2006 XD2",,"NEA>Apollo",C
,"2014 CF14",,"NEA>Apollo",U
20255,"1998 FX2",,"NEA>Amor",V
261938,"2006 OB5",,"NEA>Amor",X
,"2009 CC3",,"NEA>Apollo",V
369983,"1998 QB28",,"NEA>Amor",V
203217,"2001 FX9",,"NEA>Amor",V
452302,"1995 YR1",,"NEA>Apollo",V
530938,"2011 XE",,"NEA>Aten",C
,"2012 SN30",,"NEA>Apollo",V
,"2010 RT11",,"NEA>Amor",C
,"2006 BC10",,"NEA>Apollo",S
446924,"2002 VV17",,"NEA>Aten",D
404108,"2012 SF51",,"NEA>Apollo",D
,"2002 SS41",,"NEA>Amor",U
455185,"2000 EB107",,"NEA>Amor",V
,"2002 RS129",,"NEA>Apollo",S
,"1997 GH3",,"NEA>Amor",V
,"1997 GH3",,"NEA>Amor",V
19356,"1997 GH3",,"NEA>Amor",V
,"2010 ST16",,"NEA>Amor",U
482054,"2010 AE",,"NEA>Apollo",V
,"2017 MJ8",,"NEA>Apollo",V
,"2012 SN30",,"NEA>Apollo",V
,"2014 HD177",,"NEA>Apollo",U
,"2017 MJ8",,"NEA>Apollo",V
,"2000 EB107",,"NEA>Amor",V
,"2006 FG36",,"NEA>Amor",C
162566,"2000 RJ34",,"NEA>Amor",C
6063,"Jason",,"NEA>Apollo",U
,"1998 WT30",,"NEA>Amor",V
19356,"1997 GH3",,"NEA>Amor",V
,"2013 CN35",,"NEA>Amor",U
446804,"1999 VN6",,"NEA>Amor",U
,"2014 QX432",,"NEA>Apollo",C
369983,"1998 QB28",,"NEA>Amor",V
,"1998 QB28",,"NEA>Amor",V
,"2004 TB10",,"NEA>Apollo",U
,"2011 JK",,"NEA>Amor",V
,"2017 MJ8",,"NEA>Apollo",V
19356,"1997 GH3",,"NEA>Amor",V
375657,"2009 CP5",,"NEA>Apollo",B
,"2014 EY24",,"NEA>Apollo",U
